id,card_data
7226,"{""card_name"": ""Mimicking Man-Eater Bug"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""450"", ""card_def"": ""600""}"
7227,"{""card_name"": ""Machina Ruinforce"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 10"", ""card_atk"": ""4600"", ""card_def"": ""4100""}"
7228,"{""card_name"": ""Gunkan Suship Shirauo"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""200"", ""card_def"": ""250""}"
7229,"{""card_name"": ""Gunkan Suship Uni"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 5"", ""card_atk"": ""900"", ""card_def"": ""500""}"
7230,"{""card_name"": ""Destiny Hero - Denier"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1100"", ""card_def"": ""600""}"
7231,"{""card_name"": ""Maginificent Magikey Mafteal"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1600""}"
7232,"{""card_name"": ""Floowandereeze & Toccan"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 1"", ""card_atk"": ""500"", ""card_def"": ""1300""}"
7233,"{""card_name"": ""Floowandereeze & Stri"", ""card_attribute"": ""Water"", ""card_level"": ""Level 1"", ""card_atk"": ""700"", ""card_def"": ""1100""}"
7234,"{""card_name"": ""Floowandereeze & Eglen"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 1"", ""card_atk"": ""800"", ""card_def"": ""1000""}"
7235,"{""card_name"": ""Floowandereeze & Robina"", ""card_attribute"": ""Water"", ""card_level"": ""Level 1"", ""card_atk"": ""600"", ""card_def"": ""1200""}"
7236,"{""card_name"": ""Floowandereeze & Snowl"", ""card_attribute"": ""Water"", ""card_level"": ""Level 10"", ""card_atk"": ""2900"", ""card_def"": ""800""}"
7237,"{""card_name"": ""Light Law Medium"", ""card_attribute"": ""Light"", ""card_level"": ""Level 2"", ""card_atk"": ""400"", ""card_def"": ""300""}"
7238,"{""card_name"": ""Illegal Knight"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2000"", ""card_def"": ""2000""}"
7239,"{""card_name"": ""Predaplant Triantis"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2400"", ""card_def"": ""1000"", ""card_pendulum_scale"": ""8""}"
7240,"{""card_name"": ""Predaplant Bufolicula"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""0"", ""card_pendulum_scale"": ""0""}"
7241,"{""card_name"": ""Predaplant Byblisp"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""1900""}"
7242,"{""card_name"": ""Scareclaw Acro"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""0"", ""card_def"": ""2000""}"
7243,"{""card_name"": ""Scareclaw Reichheart"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""2100""}"
7244,"{""card_name"": ""Scareclaw Belone"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""0"", ""card_def"": ""1700""}"
7245,"{""card_name"": ""Scareclaw Astra"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""0"", ""card_def"": ""1300""}"
7246,"{""card_name"": ""Therion \""Duke\"" Yul"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2100"", ""card_def"": ""2800""}"
7247,"{""card_name"": ""Therion \""Lily\"" Borea"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 8"", ""card_atk"": ""2400"", ""card_def"": ""2500""}"
7248,"{""card_name"": ""Therion \""Bull\"" Ain"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 7"", ""card_atk"": ""2100"", ""card_def"": ""1600""}"
7249,"{""card_name"": ""Therion \""King\"" Regulus"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""2800"", ""card_def"": ""1600""}"
7250,"{""card_name"": ""Therion \""Reaper\"" Fum"", ""card_attribute"": ""Water"", ""card_level"": ""Level 7"", ""card_atk"": ""1400"", ""card_def"": ""2500""}"
7251,"{""card_name"": ""Libromancer Fire"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""1800""}"
7252,"{""card_name"": ""Smile Potion"", ""card_icon"": ""Normal Trap""}"
7253,"{""card_name"": ""Groza, Tyrant Of Thunder"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2800"", ""card_def"": ""2800""}"
7254,"{""card_name"": ""Smoke Mosquito"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""0""}"
7255,"{""card_name"": ""Doll Happiness"", ""card_icon"": ""Continuous Spell""}"
7256,"{""card_name"": ""Nowru Aries The Vernal Dragon"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2000"", ""card_def"": ""2500""}"
7257,"{""card_name"": ""Doll Monster Miss M\u00e4dchen"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""0""}"
7258,"{""card_name"": ""Doll Monster Bear-Bear"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""0"", ""card_def"": ""0""}"
7259,"{""card_name"": ""Fire Opal Head"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 6"", ""card_atk"": ""2500"", ""card_def"": ""1000"", ""card_pendulum_scale"": ""0""}"
7260,"{""card_name"": ""Libromancer Intervention"", ""card_icon"": ""Normal Trap""}"
7261,"{""card_name"": ""Libromancer First Appearance"", ""card_icon"": ""Field Spell""}"
7262,"{""card_name"": ""Libromancer Doombroker"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2500"", ""card_def"": ""2000""}"
7263,"{""card_name"": ""Libromancer Firestarter"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1800"", ""card_def"": ""1800""}"
7264,"{""card_name"": ""Libromancer Magigirl"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""600"", ""card_def"": ""2100""}"
7265,"{""card_name"": ""Libromancer Agent"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 6"", ""card_atk"": ""2000"", ""card_def"": ""2500""}"
7266,"{""card_name"": ""D/D/D Headhunt"", ""card_icon"": ""Normal Trap""}"
7267,"{""card_name"": ""Dinomorphia Reversion"", ""card_icon"": ""Counter Trap""}"
7268,"{""card_name"": ""Raider'S Knight"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2000"", ""card_def"": ""0""}"
7269,"{""card_name"": ""Infernoble Knight Captain Oliver"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 5"", ""card_atk"": ""2000"", ""card_def"": ""500""}"
7270,"{""card_name"": ""Dinomorphia Sonic"", ""card_icon"": ""Counter Trap""}"
7271,"{""card_name"": ""Hinezumi Hanabi"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""2000"", ""card_def"": ""200""}"
7272,"{""card_name"": ""Brigrand The Glory Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2500"", ""card_def"": ""2000""}"
7273,"{""card_name"": ""Infernity Doom Archfiend"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""2200"", ""card_def"": ""1600""}"
7274,"{""card_name"": ""Magical Broker"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1500"", ""card_def"": ""200""}"
7275,"{""card_name"": ""Gluttonous Reptolphin Greethys"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
7276,"{""card_name"": ""Rock Band Xenoguitar"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""2000""}"
7277,"{""card_name"": ""Prufinesse, The Tactical Trapper"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""0""}"
7278,"{""card_name"": ""Alpha, The Master Of Beasts"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""2500""}"
7279,"{""card_name"": ""Virtual World Xiezhi - Jiji"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""1600""}"
7280,"{""card_name"": ""Virtual World Roshi - Laolao"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 6"", ""card_atk"": ""0"", ""card_def"": ""2400""}"
7281,"{""card_name"": ""Virtual World Kirin - Lili"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 6"", ""card_atk"": ""1800"", ""card_def"": ""600""}"
7282,"{""card_name"": ""Virtual World Mai-Hime - Lulu"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 3"", ""card_atk"": ""1600"", ""card_def"": ""600""}"
7283,"{""card_name"": ""Dogmatika Ashiyan"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2000"", ""card_def"": ""1500""}"
7284,"{""card_name"": ""Tri-Brigade Kerass"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 2"", ""card_atk"": ""1200"", ""card_def"": ""1500""}"
7285,"{""card_name"": ""Tri-Brigade Fraktall"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""1900"", ""card_def"": ""1600""}"
7286,"{""card_name"": ""The Phantom Knights Of Torn Scales"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""600"", ""card_def"": ""1600""}"
7287,"{""card_name"": ""Linkerbell"", ""card_attribute"": ""Earth"", ""card_link"": ""Link 2"", ""card_atk"": ""1500"", ""card_def"": ""-""}"
7288,"{""card_name"": ""Superheavy Samurai Scarecrow"", ""card_attribute"": ""Earth"", ""card_link"": ""Link 1"", ""card_atk"": ""0"", ""card_def"": ""-""}"
7289,"{""card_name"": ""Rampaging Smashtank Rhynosaber"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 7"", ""card_atk"": ""2400"", ""card_def"": ""2100""}"
7290,"{""card_name"": ""The Phantom Knights Of Stained Greaves"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""600""}"
7291,"{""card_name"": ""Speedroid Block-N-Roll"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1800""}"
7292,"{""card_name"": ""Ret-Time Reviver Emit-Ter"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 2"", ""card_atk"": ""800"", ""card_def"": ""0""}"
7293,"{""card_name"": ""Seleglare The Luminous Lunar Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2400"", ""card_def"": ""1000""}"
7294,"{""card_name"": ""Wynn The Wind Channeler"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 5"", ""card_atk"": ""1850"", ""card_def"": ""1500""}"
7295,"{""card_name"": ""Odd-Eyes Revolution Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 12"", ""card_atk"": ""?"", ""card_def"": ""?"", ""card_pendulum_scale"": ""12""}"
7296,"{""card_name"": ""Ad Libitum Of Despia"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""1500"", ""card_def"": ""2000""}"
7297,"{""card_name"": ""Icejade Tremora"", ""card_attribute"": ""Water"", ""card_level"": ""Level 5"", ""card_atk"": ""1500"", ""card_def"": ""1500""}"
7298,"{""card_name"": ""Junk Sleep"", ""card_icon"": ""Continuous Trap""}"
7299,"{""card_name"": ""Icejade Tinola"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
7300,"{""card_name"": ""Icejade Acti"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""1000""}"
7301,"{""card_name"": ""Incredible Ecclesia, The Virtuous"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1500""}"
7302,"{""card_name"": ""Heritage Of The Light"", ""card_icon"": ""Continuous Spell""}"
7303,"{""card_name"": ""Rokket Caliber"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1700"", ""card_def"": ""100""}"
7304,"{""card_name"": ""Gouki Finishing Move"", ""card_icon"": ""Normal Spell""}"
7305,"{""card_name"": ""Trickstar Festival"", ""card_icon"": ""Normal Spell""}"
7306,"{""card_name"": ""Shinobi Insect Hagakuremino"", ""card_attribute"": ""Wind"", ""card_link"": ""Link 2"", ""card_atk"": ""1000"", ""card_def"": ""-""}"
7307,"{""card_name"": ""Dinowrestler Iguanodraka"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 6"", ""card_atk"": ""2000"", ""card_def"": ""0""}"
7308,"{""card_name"": ""Flying Red Carp"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""500"", ""card_def"": ""500""}"
7309,"{""card_name"": ""Link Apple"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""0""}"
7310,"{""card_name"": ""Beetrooper Fly & Sting"", ""card_icon"": ""Counter Trap""}"
7311,"{""card_name"": ""Beetrooper Formation"", ""card_icon"": ""Field Spell""}"
7312,"{""card_name"": ""Beetrooper Sting Lancer"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2400"", ""card_def"": ""1800""}"
7313,"{""card_name"": ""Giant Beetrooper Invincible Atlas"", ""card_attribute"": ""Earth"", ""card_link"": ""Link 4"", ""card_atk"": ""3000"", ""card_def"": ""-""}"
7314,"{""card_name"": ""Beetrooper Armor Horn"", ""card_attribute"": ""Earth"", ""card_link"": ""Link 2"", ""card_atk"": ""1000"", ""card_def"": ""-""}"
7315,"{""card_name"": ""Beetrooper Scale Bomber"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 3"", ""card_atk"": ""1200"", ""card_def"": ""2000""}"
7316,"{""card_name"": ""Pazuzule"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""500"", ""card_def"": ""500"", ""card_pendulum_scale"": ""1""}"
7317,"{""card_name"": ""Baby Mudragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""200""}"
7318,"{""card_name"": ""Beast King Unleashed"", ""card_icon"": ""Continuous Trap""}"
7319,"{""card_name"": ""Monster Assortment"", ""card_icon"": ""Normal Trap""}"
7320,"{""card_name"": ""Magikey Unlocking"", ""card_icon"": ""Counter Trap""}"
7321,"{""card_name"": ""Gunkan Suship Daily Special"", ""card_icon"": ""Normal Trap""}"
7322,"{""card_name"": ""Magikey Duo"", ""card_icon"": ""Normal Trap""}"
7323,"{""card_name"": ""Majestic Mirage"", ""card_icon"": ""Continuous Trap""}"
7324,"{""card_name"": ""Pendulum Treasure"", ""card_icon"": ""Normal Spell""}"
7325,"{""card_name"": ""Synchro Overtake"", ""card_icon"": ""Normal Spell""}"
7326,"{""card_name"": ""High Ritual Art"", ""card_icon"": ""Ritual Spell""}"
7327,"{""card_name"": ""Ready Fusion"", ""card_icon"": ""Normal Spell""}"
7328,"{""card_name"": ""Magikey World"", ""card_icon"": ""Field Spell""}"
7329,"{""card_name"": ""Live\u2606Twin Sunny'S Snitch"", ""card_icon"": ""Continuous Spell""}"
7330,"{""card_name"": ""Duelittle Chimera"", ""card_attribute"": ""Fire"", ""card_link"": ""Link 2"", ""card_atk"": ""1400"", ""card_def"": ""-""}"
7331,"{""card_name"": ""Gunkan Sushipyard Seaside Supper Spot"", ""card_icon"": ""Field Spell""}"
7332,"{""card_name"": ""Sky Striker Mecha Modules - Multirole"", ""card_icon"": ""Continuous Spell""}"
7333,"{""card_name"": ""Sky Striker Airspace - Area Zero"", ""card_icon"": ""Field Spell""}"
7334,"{""card_name"": ""Sky Striker Mecha - Shark Cannon"", ""card_icon"": ""Quick-Play Spell""}"
7335,"{""card_name"": ""Sky Striker Mecharmory - Hercules Base"", ""card_icon"": ""Equip Spell""}"
7336,"{""card_name"": ""Sky Striker Mecha - Eagle Booster"", ""card_icon"": ""Quick-Play Spell""}"
7337,"{""card_name"": ""Sky Striker Mecha - Hornet Drones"", ""card_icon"": ""Quick-Play Spell""}"
7338,"{""card_name"": ""Sky Striker Mecha - Widow Anchor"", ""card_icon"": ""Quick-Play Spell""}"
7339,"{""card_name"": ""Sky Striker Maneuver - Jamming Waves!"", ""card_icon"": ""Normal Spell""}"
7340,"{""card_name"": ""Sky Striker Maneuver - Afterburners!"", ""card_icon"": ""Normal Spell""}"
7341,"{""card_name"": ""Backfire"", ""card_icon"": ""Continuous Trap""}"
7342,"{""card_name"": ""Necklace Of Command"", ""card_icon"": ""Equip Spell""}"
7343,"{""card_name"": ""Dark Room Of Nightmare"", ""card_icon"": ""Continuous Spell""}"
7344,"{""card_name"": ""Fox Fire"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 2"", ""card_atk"": ""300"", ""card_def"": ""200""}"
7345,"{""card_name"": ""Dinomorphia Shell"", ""card_icon"": ""Counter Trap""}"
7346,"{""card_name"": ""Dinomorphia Alert"", ""card_icon"": ""Normal Trap""}"
7347,"{""card_name"": ""Dinomorphia Brute"", ""card_icon"": ""Normal Trap""}"
7348,"{""card_name"": ""Dinomorphia Domain"", ""card_icon"": ""Normal Trap""}"
7349,"{""card_name"": ""Icejade Erosion"", ""card_icon"": ""Continuous Trap""}"
7350,"{""card_name"": ""Xyz Combine"", ""card_icon"": ""Continuous Spell""}"
7351,"{""card_name"": ""Sales Ban"", ""card_icon"": ""Normal Spell""}"
7352,"{""card_name"": ""Floowandereeze And The Advent Of Adventure"", ""card_icon"": ""Quick-Play Spell""}"
7353,"{""card_name"": ""Ursarctic Radiation"", ""card_icon"": ""Continuous Spell""}"
7354,"{""card_name"": ""Dogmatikamacabre"", ""card_icon"": ""Ritual Spell""}"
7355,"{""card_name"": ""Dark Contract With Patent License"", ""card_icon"": ""Field Spell""}"
7356,"{""card_name"": ""Ultimate Fusion"", ""card_icon"": ""Quick-Play Spell""}"
7357,"{""card_name"": ""Icejade Cenote Enion Cradle"", ""card_icon"": ""Field Spell""}"
7358,"{""card_name"": ""The Zombie Vampire"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 8"", ""card_atk"": ""3000"", ""card_def"": ""2800""}"
7359,"{""card_name"": ""Dharc The Dark Charmer, Gloomy"", ""card_attribute"": ""Dark"", ""card_link"": ""Link 2"", ""card_atk"": ""1850"", ""card_def"": ""-""}"
7360,"{""card_name"": ""Vision With Eyes Of Blue"", ""card_icon"": ""Continuous Spell""}"
7361,"{""card_name"": ""D/D/D Deviser King Deus Machinex"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 10"", ""card_atk"": ""3000"", ""card_def"": ""3000"", ""card_pendulum_scale"": ""10""}"
7362,"{""card_name"": ""Maple Maiden"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2100"", ""card_def"": ""2600""}"
7363,"{""card_name"": ""Blue-Eyes Tyrant Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""3400"", ""card_def"": ""2900""}"
7364,"{""card_name"": ""Dinomorphia Stealthbergia"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""0"", ""card_def"": ""2500""}"
7365,"{""card_name"": ""Dinomorphia Kentregina"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 6"", ""card_atk"": ""4000"", ""card_def"": ""0""}"
7366,"{""card_name"": ""Master Of Chaos"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""2500""}"
7367,"{""card_name"": ""Simorgh, Bird Of Perfection"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1800"", ""card_def"": ""500""}"
7368,"{""card_name"": ""Illusion Of Chaos"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 7"", ""card_atk"": ""2100"", ""card_def"": ""2500""}"
7369,"{""card_name"": ""D/D Gryphon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1200"", ""card_pendulum_scale"": ""1""}"
7370,"{""card_name"": ""S-Force Retroactive"", ""card_attribute"": ""Light"", ""card_level"": ""Level 1"", ""card_atk"": ""0"", ""card_def"": ""0""}"
7371,"{""card_name"": ""S-Force Lapcewell"", ""card_attribute"": ""Light"", ""card_level"": ""Level 6"", ""card_atk"": ""2400"", ""card_def"": ""2500""}"
7372,"{""card_name"": ""Epsilon The Magnet Warrior"", ""card_attribute"": ""Earth"", ""card_level"": ""Level 4"", ""card_atk"": ""1300"", ""card_def"": ""1500""}"
7373,"{""card_name"": ""The Agent Of Destruction - Venus"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 3"", ""card_atk"": ""0"", ""card_def"": ""1600""}"
7374,"{""card_name"": ""Dinomorphia Diplos"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1000"", ""card_def"": ""0""}"
7375,"{""card_name"": ""Dinomorphia Therizia"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""0""}"
7376,"{""card_name"": ""Icejade Creation Kingfisher"", ""card_attribute"": ""Water"", ""card_level"": ""Level 9"", ""card_atk"": ""2500"", ""card_def"": ""2500""}"
7377,"{""card_name"": ""Icejade Kosmochlor"", ""card_attribute"": ""Water"", ""card_level"": ""Level 10"", ""card_atk"": ""1500"", ""card_def"": ""3000""}"
7378,"{""card_name"": ""Icejade Aegirine"", ""card_attribute"": ""Water"", ""card_level"": ""Level 3"", ""card_atk"": ""1000"", ""card_def"": ""2000""}"
7379,"{""card_name"": ""Ice Dragon'S Prison"", ""card_icon"": ""Normal Trap""}"
7380,"{""card_name"": ""Dictator Of D."", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1200"", ""card_def"": ""1100""}"
7381,"{""card_name"": ""Timaeus The United Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""2800"", ""card_def"": ""1800""}"
7382,"{""card_name"": ""Blue-Eyes Jet Dragon"", ""card_attribute"": ""Light"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""0""}"
7383,"{""card_name"": ""Redeemable Jar"", ""card_icon"": ""Continuous Trap""}"
7384,"{""card_name"": ""Dragonmaid Tidying"", ""card_icon"": ""Normal Trap""}"
7385,"{""card_name"": ""Shaddoll Schism"", ""card_icon"": ""Continuous Trap""}"
7386,"{""card_name"": ""Darklord Uprising"", ""card_icon"": ""Normal Trap""}"
7387,"{""card_name"": ""Dogmatika Encounter"", ""card_icon"": ""Normal Trap""}"
7388,"{""card_name"": ""Blizzard"", ""card_icon"": ""Quick-Play Spell""}"
7389,"{""card_name"": ""Melffy Playhouse"", ""card_icon"": ""Normal Trap""}"
7390,"{""card_name"": ""Diced Dice"", ""card_icon"": ""Quick-Play Spell""}"
7391,"{""card_name"": ""Triple Tactics Talent"", ""card_icon"": ""Normal Spell""}"
7392,"{""card_name"": ""Adamancipator Friends"", ""card_icon"": ""Normal Spell""}"
7393,"{""card_name"": ""Melffy Hide-And-Seek"", ""card_icon"": ""Continuous Spell""}"
7394,"{""card_name"": ""Magellanica, The Deep Sea City"", ""card_icon"": ""Field Spell""}"
7395,"{""card_name"": ""\""Infernoble Arms - Hauteclere\"""", ""card_icon"": ""Equip Spell""}"
7396,"{""card_name"": ""Nadir Servant"", ""card_icon"": ""Normal Spell""}"
7397,"{""card_name"": ""Melffy Tag"", ""card_icon"": ""Quick-Play Spell""}"
7398,"{""card_name"": ""\""Infernoble Arms - Joyeuse\"""", ""card_icon"": ""Equip Spell""}"
7399,"{""card_name"": ""Dogmatika Nation"", ""card_icon"": ""Field Spell""}"
7400,"{""card_name"": ""Spiral Fusion"", ""card_icon"": ""Normal Spell""}"
7401,"{""card_name"": ""Drill Driver Vespenato"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 5"", ""card_atk"": ""2500"", ""card_def"": ""2100""}"
7402,"{""card_name"": ""Chaos Ruler, The Chaotic Magical Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""3000"", ""card_def"": ""2500""}"
7403,"{""card_name"": ""Rikka Queen Strenna"", ""card_attribute"": ""Water"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2000"", ""card_def"": ""2000""}"
7404,"{""card_name"": ""Melffy Of The Forest"", ""card_attribute"": ""Earth"", ""card_rank"": ""Rank 2"", ""card_atk"": ""500"", ""card_def"": ""2000""}"
7405,"{""card_name"": ""Dracoon Lamp"", ""card_attribute"": ""Fire"", ""card_level"": ""Level 4"", ""card_atk"": ""500"", ""card_def"": ""2000""}"
7406,"{""card_name"": ""Gaia The Magical Knight Of Dragons"", ""card_attribute"": ""Wind"", ""card_level"": ""Level 7"", ""card_atk"": ""2600"", ""card_def"": ""2100""}"
7407,"{""card_name"": ""Titaniklad The Ash Dragon"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2500"", ""card_def"": ""2000""}"
7408,"{""card_name"": ""Lifeless Leaffish"", ""card_attribute"": ""Water"", ""card_level"": ""Level 4"", ""card_atk"": ""1500"", ""card_def"": ""1600""}"
7409,"{""card_name"": ""Gizmek Okami, The Dreaded Deluge Dragon"", ""card_attribute"": ""Water"", ""card_level"": ""Level 10"", ""card_atk"": ""2950"", ""card_def"": ""2950""}"
7410,"{""card_name"": ""Thunder Hand"", ""card_attribute"": ""Light"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""1600""}"
7411,"{""card_name"": ""Darklord Nergal"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 8"", ""card_atk"": ""2700"", ""card_def"": ""2500""}"
7412,"{""card_name"": ""Indulged Darklord"", ""card_attribute"": ""Dark"", ""card_level"": ""Level 4"", ""card_atk"": ""1600"", ""card_def"": ""0""}"
7413,"{""card_name"": ""Magikey Maftea"", ""card_icon"": ""Normal Spell""}"
7414,"{""card_name"": ""Branded Opening"", ""card_icon"": ""Quick-Play Spell""}"
7415,"{""card_name"": ""Branded Bond"", ""card_icon"": ""Normal Spell""}"
7416,"{""card_name"": ""Despia, Theater Of The Branded"", ""card_icon"": ""Field Spell""}"
7417,"{""card_name"": ""Majestic Absorption"", ""card_icon"": ""Normal Spell""}"
7418,"{""card_name"": ""Dragonlark Pairen"", ""card_attribute"": ""Wind"", ""card_rank"": ""Rank 6"", ""card_atk"": ""2700"", ""card_def"": ""1300""}"
7419,"{""card_name"": ""Stardust Illumination"", ""card_icon"": ""Normal Spell""}"
7420,"{""card_name"": ""Voloferniges, The Darkest Dragon Doomrider"", ""card_attribute"": ""Dark"", ""card_rank"": ""Rank 7"", ""card_atk"": ""2500"", ""card_def"": ""2100""}"
7421,"{""card_name"": ""Gunkan Suship Ikura-Class Dreadnought"", ""card_attribute"": ""Fire"", ""card_rank"": ""Rank 4"", ""card_atk"": ""2200"", ""card_def"": ""300""}"
